Description,Down-regulated SIV.Early ART During ART,Down-regulated SIV.Early ART Early ATI,Down-regulated SIV.Late ART Early ATI,Up-regulated SIV.Early ART During ART,Up-regulated SIV.Early ART Early ATI,Up-regulated SIV.Late ART Early ATI
WP_REGULATION_OF_ACTIN_CYTOSKELETON,1,0,1,0,0,0
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,0,0,0,1,0,0
WP_RETINOBLASTOMA_GENE_IN_CANCER,0,0,0,1,1,1
WP_RIBOFLAVIN_AND_COQ_DISORDERS,0,0,0,1,0,0
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING,0,0,0,1,1,1
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,1,1,1,0,0,0
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE,0,0,0,1,1,1
WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC,0,0,0,1,1,1
WP_TGFBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION,0,1,0,0,0,0
WP_TGFBETA_SIGNALING_PATHWAY,1,0,0,0,0,0
WP_TNFALPHA_SIGNALING_PATHWAY,0,0,0,1,1,1
WP_TRANSLATION_FACTORS,0,0,0,1,1,1
WP_TRANSSULFURATION_PATHWAY,0,0,0,1,0,0
WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA,1,1,1,0,0,0
WP_VASOPRESSINREGULATED_WATER_REABSORPTION,0,0,0,0,0,1
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,1,1,1,1,1,1
